0,0.0043472,-0.00668345,-0.00445272,-0.00756093,-0.0151025,-0.0174898,-0.0309939,-0.0393264,-0.0445164,-0.0588679,-0.0577775,-0.0606946,-0.0542846,-0.0526995,-0.0498059,-0.0560558,-0.0676071,-0.0649251,-0.0749221,-0.0740373,-0.0648722,-0.0643987,-0.0700288,-0.0791809,-0.0786094,-0.0911103,-0.0818107,-0.077568,-0.0813499,-0.0764754,-0.0787425,-0.0851941,-0.0815411,-0.0890561,-0.0909947,-0.0942274,-0.0900571,-0.0855909,-0.0918198,-0.0933302,-0.0866986,-0.0882613,-0.0949056,-0.0990882,-0.10664,-0.117364,-0.125964,-0.125339,-0.129934,-0.139276,-0.140888,-0.146,-0.153399,-0.149232,-0.144376,-0.145293,-0.151965,-0.152396,-0.161513,-0.169237
0,-0.0060182,-0.0149881,-0.0268663,-0.0307969,-0.0414207,-0.0357156,-0.044193,-0.0355701,-0.0427937,-0.0443411,-0.0560224,-0.0450894,-0.0497783,-0.061057,-0.0516076,-0.0458749,-0.0643718,-0.0673815,-0.0789588,-0.0798464,-0.0712311,-0.0738521,-0.0780654,-0.0830253,-0.0792991,-0.0710902,-0.0742925,-0.0831317,-0.0821652,-0.0943056,-0.105445,-0.114902,-0.134901,-0.141556,-0.148786,-0.159508,-0.164255,-0.175821,-0.177886,-0.178561,-0.179221,-0.195502,-0.194608,-0.1985,-0.205221,-0.215723,-0.21744,-0.222458,-0.217229,-0.222082,-0.230115,-0.229055,-0.231446,-0.227212,-0.233102,-0.227076,-0.224479,-0.228376,-0.222399,-0.223612
0,-0.00877993,-0.0202105,-0.0225625,-0.0197606,-0.0189341,-0.0240187,-0.0156235,-0.0244705,-0.0232459,-0.0401157,-0.0400644,-0.0365974,-0.0567146,-0.0650296,-0.0652354,-0.0639727,-0.0650383,-0.0726621,-0.0721726,-0.0831667,-0.082141,-0.0863865,-0.0901752,-0.0994369,-0.101766,-0.0985523,-0.0979378,-0.0999495,-0.106693,-0.104608,-0.114292,-0.114123,-0.129329,-0.123077,-0.130252,-0.142421,-0.149829,-0.153979,-0.167802,-0.172793,-0.177139,-0.178462,-0.178435,-0.165366,-0.161896,-0.177514,-0.168298,-0.175314,-0.181131,-0.176568,-0.184293,-0.200133,-0.209564,-0.213227,-0.218487,-0.232157,-0.238413,-0.240438,-0.245038,-0.239319
0,-0.0033567,-0.0153791,-0.0209415,-0.0305223,-0.0316601,-0.0422644,-0.0331825,-0.0298847,-0.0306811,-0.0528964,-0.0605244,-0.0664528,-0.0669615,-0.0754033,-0.0892784,-0.0996317,-0.106499,-0.10956,-0.108639,-0.107127,-0.1183,-0.122914,-0.120158,-0.125264,-0.128355,-0.130835,-0.135916,-0.134383,-0.140209,-0.131502,-0.128566,-0.136719,-0.138267,-0.137264,-0.14283,-0.149834,-0.154653,-0.157116,-0.162704,-0.148846,-0.150196,-0.145201,-0.15253,-0.163053,-0.162276,-0.169506,-0.1716,-0.172584,-0.178994,-0.181038,-0.184156,-0.179293,-0.188854,-0.191017,-0.187589,-0.191106,-0.189452,-0.186028,-0.180269,-0.186205
0,-0.0202468,-0.0242217,-0.0250754,-0.0352245,-0.0361925,-0.0395549,-0.0477265,-0.0529197,-0.04914,-0.0460821,-0.0491106,-0.0474632,-0.0492198,-0.0495447,-0.0374766,-0.0395681,-0.02894,-0.0364587,-0.0525101,-0.0630594,-0.0732847,-0.0690836,-0.069544,-0.069563,-0.0685314,-0.0744601,-0.0612618,-0.0617967,-0.0670254,-0.0684206,-0.0649006,-0.0599198,-0.0631823,-0.0620963,-0.0523274,-0.0701229,-0.075417,-0.0750431,-0.0863323,-0.0878089,-0.0985522,-0.0863157,-0.0898652,-0.106126,-0.103988,-0.11794,-0.123393,-0.124689,-0.143294,-0.138937,-0.134683,-0.139055,-0.139346,-0.145165,-0.153253,-0.152281,-0.147119,-0.149413,-0.154462,-0.161938
0,-0.0129928,-0.00364669,-0.010435,-0.0151471,-0.0263239,-0.0361441,-0.035036,-0.0333529,-0.0305293,-0.0254502,-0.0280425,-0.0397863,-0.0443661,-0.0464441,-0.0533713,-0.0528639,-0.060046,-0.0579433,-0.0621806,-0.0612158,-0.0625442,-0.06184,-0.0761073,-0.0836562,-0.0893086,-0.0890252,-0.0822052,-0.0805385,-0.0864979,-0.0897581,-0.0950607,-0.0993815,-0.100566,-0.10593,-0.106149,-0.113457,-0.112505,-0.120981,-0.121684,-0.122254,-0.135268,-0.140002,-0.146739,-0.146967,-0.149416,-0.153077,-0.16256,-0.176785,-0.172237,-0.171294,-0.189514,-0.194832,-0.20129,-0.195639,-0.202954,-0.209154,-0.205126,-0.214397,-0.223786,-0.233129
0,0.00294151,0.00349635,-0.0030008,0.0022536,-0.00980693,-0.0174893,-0.0147198,-0.027397,-0.0257959,-0.0278855,-0.0404862,-0.0457616,-0.0431465,-0.052177,-0.0612744,-0.0677254,-0.0738491,-0.079096,-0.0759934,-0.0834121,-0.0776914,-0.0754304,-0.0789277,-0.0886538,-0.0977532,-0.104317,-0.109717,-0.111796,-0.110463,-0.108346,-0.112342,-0.121478,-0.13646,-0.142675,-0.14509,-0.14178,-0.139918,-0.144501,-0.147378,-0.146055,-0.143019,-0.149143,-0.158236,-0.173931,-0.178475,-0.168511,-0.17366,-0.170571,-0.181109,-0.177535,-0.182865,-0.183777,-0.186693,-0.203292,-0.194507,-0.198903,-0.208315,-0.21025,-0.210855,-0.217536
0,0.0043585,0.000474089,0.00360829,-0.00827854,-0.00261279,-0.0055477,-0.00484271,0.00875886,-0.00496796,0.00290567,-0.00777916,-0.0126285,-0.00604339,-0.00259274,-0.0117574,-0.0123841,-0.0154811,-0.0139063,-0.0251388,-0.0299394,-0.0343266,-0.0342931,-0.0496677,-0.0565341,-0.0765859,-0.0864325,-0.0918636,-0.0901442,-0.087182,-0.0892266,-0.0942916,-0.0891398,-0.0965428,-0.104095,-0.109989,-0.119479,-0.11764,-0.114125,-0.106074,-0.101019,-0.0999931,-0.103376,-0.110517,-0.111813,-0.120376,-0.114803,-0.114108,-0.119031,-0.111176,-0.110851,-0.109689,-0.116141,-0.123893,-0.133051,-0.133803,-0.13328,-0.132611,-0.138393,-0.143328,-0.159264
0,0.000594896,-0.00822184,-0.00430735,-0.00547793,0.000698358,-0.00241907,0.00525752,0.000336056,-0.00459665,-0.00729705,-0.00682417,-0.0162891,-0.0226862,-0.0348481,-0.0361141,-0.0519014,-0.0553454,-0.0514723,-0.054594,-0.0581334,-0.0569084,-0.0773636,-0.0786093,-0.0860445,-0.0853177,-0.09699,-0.0967966,-0.103012,-0.103198,-0.120085,-0.114915,-0.124025,-0.122751,-0.126443,-0.128311,-0.131065,-0.130485,-0.124235,-0.132659,-0.135586,-0.14232,-0.137518,-0.146768,-0.146365,-0.145028,-0.142308,-0.137312,-0.129702,-0.144803,-0.147411,-0.15635,-0.165099,-0.176158,-0.186632,-0.205523,-0.213599,-0.219007,-0.218372,-0.22083,-0.22606
0,-0.00129794,-0.00355014,-0.00797225,-0.00769236,-0.0100609,-0.0147104,-0.0272909,-0.0410179,-0.0537655,-0.0511095,-0.0598541,-0.0553654,-0.0629121,-0.0686986,-0.0787568,-0.0840505,-0.085896,-0.104105,-0.103406,-0.106453,-0.101485,-0.108379,-0.119517,-0.119312,-0.123146,-0.128614,-0.127231,-0.147043,-0.149158,-0.154492,-0.157023,-0.165357,-0.1798,-0.181573,-0.184769,-0.191521,-0.204814,-0.210758,-0.218836,-0.228511,-0.225026,-0.234285,-0.229999,-0.23359,-0.23856,-0.237255,-0.233448,-0.236531,-0.226344,-0.227137,-0.238209,-0.234625,-0.242881,-0.249155,-0.25388,-0.2591,-0.264385,-0.268437,-0.276941,-0.280961
