tenor,k,price,ivol,rel_error
0.019178082191780823,0.8772279596475139,0.12408788229195743,0.5561277866363525,-1.7344925838362101e-10
0.019178082191780823,0.8971649587304119,0.10327365524941186,0.3921306252479553,3.189897938243461e-11
0.019178082191780823,0.927070457354759,0.07504286454802823,0.40056329965591425,-5.730806548402797e-10
0.019178082191780823,0.937038956896208,0.06499461701024763,0.3536576688289641,5.798161678118005e-10
0.019178082191780823,0.947007456437657,0.055225487459627576,0.31812110543251015,1.1114876367866358e-10
0.019178082191780823,0.956975955979106,0.04386139798237569,0.21152749061584447,1.8151137158962558e-10
0.019178082191780823,0.9669444555205551,0.033494158459268716,0.14888901710510222,1.2440345050398112e-09
0.019178082191780823,0.9769129550620042,0.024721878862793575,0.15970714092254615,2.7564951038573693e-09
0.019178082191780823,0.9868814546034531,0.016826827225965946,0.15937384366989105,3.728499341814184e-10
0.019178082191780823,0.9968499541449022,0.010367239523106983,0.15775473713874788,-2.4116563447106585e-09
0.019178082191780823,1.0167869532278002,0.0029108018661031143,0.15969004631042455,-3.977730777940962e-09
0.038356164383561646,0.7974799633159217,0.20327764264922843,0.5668025135993959,-1.1900698812701007e-10
0.038356164383561646,0.8572909605646158,0.14274891343354998,0.28158156871795625,-3.869083824275809e-12
0.038356164383561646,0.8772279596475139,0.1242075042864548,0.40002152919769274,-2.991179624303735e-10
0.038356164383561646,0.8971649587304119,0.1029147892659197,0.22081653475761387,-1.0763167016135125e-11
0.038356164383561646,0.9171019578133099,0.08393476613900076,0.267816925048828,4.6315994059286844e-10
0.038356164383561646,0.937038956896208,0.0651939870010766,0.2563052177429197,-1.4327683585938632e-09
0.038356164383561646,0.947007456437657,0.055225487459627576,0.2249455928802488,-1.165277389222225e-09
0.038356164383561646,0.956975955979106,0.0458550978906655,0.20763837099075294,-2.2318703407148387e-09
0.038356164383561646,0.9669444555205551,0.03708281829419036,0.19723719954490634,-7.02607195840775e-10
0.038356164383561646,0.9769129550620042,0.028709278679373184,0.1851490736007688,-2.4776964430767774e-09
0.038356164383561646,0.9868814546034531,0.022010446987519437,0.1870534956455228,1.6909147190326491e-09
0.038356164383561646,0.9968499541449022,0.015750229275489455,0.18100651502609222,-8.93109833627126e-09
0.038356164383561646,1.0367239523106981,0.002591809880776746,0.17418481111526457,6.182106621493561e-09
0.057534246575342465,0.8772279596475139,0.126520196180071,0.40547417402267444,6.578083947214888e-10
0.057534246575342465,0.956975955979106,0.04864627776227122,0.2165761947631833,-2.1708958856424197e-09
0.057534246575342465,0.9669444555205551,0.04007336815662507,0.20387898087501502,-2.2669307448345147e-09
0.057534246575342465,0.9769129550620042,0.03329478846843973,0.20755628943443274,7.642163681649724e-12
0.057534246575342465,0.9868814546034531,0.025319988835280513,0.1894226670265195,-4.718938380911701e-09
0.057534246575342465,0.9968499541449022,0.018820527134255752,0.18003804087638828,-7.770139898731182e-09
0.07671232876712329,0.9171019578133099,0.08772279596475138,0.27803096175193764,-3.695016010335001e-10
0.07671232876712329,0.956975955979106,0.050639977670561026,0.2128557980060575,-1.7378725580218045e-09
0.07671232876712329,0.9769129550620042,0.03508911838590056,0.19791195392608618,3.5465242863675813e-09
0.07671232876712329,0.9868814546034531,0.029267514653694326,0.2012786686420438,-1.1114713146221084e-09
0.07671232876712329,0.9968499541449022,0.02252880896367479,0.18961451053619355,4.607560586754138e-09
0.07671232876712329,1.0167869532278002,0.012879301407552135,0.1810561001300809,-6.95653579460751e-09
0.07671232876712329,1.0666294509350454,0.0023126918936161728,0.1787402093410489,-7.561084517114371e-09
0.07671232876712329,1.1563459468080866,0.00039873998165796087,0.24308860301971413,2.2579632608099587e-10
0.0958904109589041,0.956975955979106,0.05418876350731688,0.2274578154087064,-2.4712901171941127e-10
0.0958904109589041,0.9769129550620042,0.038079668248335266,0.20353323817253086,2.5342689668737225e-09
0.0958904109589041,0.9968499541449022,0.025120618844451534,0.19065135121345492,-7.319390525771673e-09
0.0958904109589041,1.0068184536863511,0.019697755093903268,0.18513647317886328,7.219388020369824e-09
0.0958904109589041,1.0267554527692493,0.011882451453407234,0.1822143018245694,8.277511562088598e-09
0.0958904109589041,1.0367239523106981,0.009490011563459468,0.18614110350608798,-3.4188431730833046e-09
0.0958904109589041,1.0765979504764942,0.0026316838789425417,0.18243776559829683,9.905493092432494e-09
0.11506849315068493,0.7974799633159217,0.20447386259420233,0.38457835316658007,3.520899986887373e-10
0.11506849315068493,0.8373539614817178,0.1652777223972248,0.334813892841339,5.440371166566087e-10
0.11506849315068493,0.8772279596475139,0.1264005741855736,0.2843556344509124,2.5659995684524833e-10
0.11506849315068493,0.8971649587304119,0.10765979504764943,0.2669466614723204,9.329226115908199e-10
0.11506849315068493,0.9171019578133099,0.08983611786753859,0.2555859208106991,1.4942817807203926e-09
0.11506849315068493,0.937038956896208,0.07296941664340684,0.245420968532562,-1.2230612879484098e-09
0.11506849315068493,0.956975955979106,0.05622233741377248,0.22602451443672159,9.315974941824954e-10
0.11506849315068493,0.9769129550620042,0.04087084811994099,0.20799960494041417,8.24701789785716e-09
0.11506849315068493,0.9968499541449022,0.02791179871605726,0.19473429918289153,6.247907841887874e-09
0.11506849315068493,1.2560309422225766,0.0002392439889947765,0.273720198869705,-9.155299666533761e-09
0.13424657534246576,0.956975955979106,0.06001036723952311,0.23986111879348732,-9.804420398475098e-10
0.13424657534246576,0.9769129550620042,0.04605446788149448,0.23016075491905189,-6.7849101421388414e-09
