tenor,type,k,price,ivol,w,rel_error
0.038356164383561646,c,0.04951076272126718,0.004238646482635797,0.2530310630798338,0.002455742642099594,-2.1847379181204784e-09
0.038356164383561646,c,0.13085640217521963,0.0005699020480854853,0.3320182442665099,0.00422823452975732,-1.7955867695484962e-09
0.057534246575342465,p,-0.10605334490313807,0.0023686553873552983,0.3078524410724638,0.005452700369752796,-6.930146348178166e-09
0.057534246575342465,p,-0.08644487351476177,0.003330365093499555,0.2878688037395477,0.004767773730123844,3.740622784782298e-10
0.057534246575342465,p,-0.06721351158687418,0.0049332146037399825,0.2715269505977629,0.004241820775121423,-7.951905479854177e-09
0.057534246575342465,p,-0.057734767632330354,0.0060195903829029385,0.2635848164558408,0.003997304287088342,-6.148956426215709e-10
0.057534246575342465,p,-0.020693495951981302,0.013891362422083704,0.23945701718330362,0.003298994314095409,-8.410954553921666e-09
0.057534246575342465,p,-0.0026749904493030014,0.021193232413178987,0.23551508188247655,0.003191272410072061,8.74583318931354e-10
0.057534246575342465,c,0.0062139569679430726,0.019412288512911845,0.23329609632492043,0.003131420382929802,-8.302323395538983e-09
0.057534246575342465,c,0.015024586650097902,0.015761353517364202,0.23366514444351172,0.0031413353268053457,9.477388215084106e-09
0.057534246575342465,c,0.03241632936196718,0.009403383793410507,0.22700490355491615,0.0029648102767055136,4.5628682650415576e-09
0.057534246575342465,c,0.04100007305335859,0.007658058771148709,0.2325048625469205,0.003110215707581398,-4.7955646688833015e-09
0.07671232876712329,p,-0.0026749904493030014,0.022885129118432768,0.21931701898574807,0.003689859547589752,-8.046220913932617e-09
0.07671232876712329,c,0.0062139569679430726,0.021193232413178983,0.21820702552795385,0.0036526042951046545,4.788708738602555e-09
0.07671232876712329,c,0.015024586650097902,0.017898486197684773,0.22220383286476117,0.003787636201408603,-3.783629109303225e-09
0.07671232876712329,c,0.1616280608419733,0.0008014247551202138,0.2952735126018523,0.0066882754050373,-2.4085882671048213e-09
0.0958904109589041,p,-0.7699301431629701,0.00017809439002671417,0.9084023416042337,0.07912826985786828,7.555049086338528e-09
0.0958904109589041,p,-0.31445461448014445,0.0006767586821015138,0.4698780715465545,0.021171202943043324,-4.5364384763277745e-10
0.0958904109589041,p,-0.1568256702765613,0.0025111308993766694,0.3287479698657988,0.010363377997756013,9.701261543502243e-09
0.0958904109589041,p,-0.09620104846012639,0.005182546749777382,0.2739659905433653,0.007197281476997962,1.2074990110510899e-09
0.0958904109589041,p,-0.039042634620177825,0.013000890471950133,0.23191660046577428,0.005157495438372754,1.3694537132906054e-09
0.0958904109589041,p,-0.0026749904493030014,0.02564559216384684,0.21856911778449986,0.004580920749913178,-6.9571118002345304e-09
0.0958904109589041,c,0.17666593820651388,0.0006767586821015138,0.27700729370117166,0.007357962812952468,4.164157030890698e-09
0.11506849315068493,p,-0.222361018652876,0.001939294745640334,0.3784657061100005,0.016481984135496803,2.32651247909942e-09
0.11506849315068493,p,-0.1993852846953572,0.0022617987533392696,0.3564752459526061,0.01462228285214461,-8.144581771911878e-09
0.11506849315068493,p,-0.1568256702765613,0.0032591273374888694,0.31840896010398856,0.011666134703367512,-8.747048016076142e-09
0.11506849315068493,p,-0.07678296260302482,0.00842386464826358,0.2536050140857695,0.007400688035935948,-4.360654097620029e-09
0.11506849315068493,p,-0.057734767632330354,0.011219946571682992,0.24096244573593117,0.006681210440306154,8.634657856445994e-09
0.11506849315068493,p,-0.020693495951981302,0.0207479964381122,0.22312842011451695,0.005728833584212645,2.334844954477508e-10
0.11506849315068493,p,-0.0026749904493030014,0.027693677649154053,0.21470013260841345,0.005304214168676585,-4.262054432138468e-09
0.11506849315068493,c,0.015024586650097902,0.02101513802315227,0.2049104452133176,0.004831529324426963,1.544316764863143e-09
0.1726027397260274,p,-0.6958221710092483,0.00037399821905609976,0.6666080653667454,0.07669884303330328,-2.7925511109876715e-09
0.1726027397260274,p,-0.5950363039380495,0.0002846671186261041,0.559366226196289,0.05400577048101893,1.0127889846223148e-09
0.1726027397260274,p,-0.17787907947439363,0.0048441674087266245,0.3158559799194334,0.017219712337546655,2.8242718621301574e-09
0.1726027397260274,p,-0.13620638307382552,0.006803205699020482,0.28433173298835734,0.013953988126581478,-8.035382714068592e-10
0.1726027397260274,p,-0.11600367575630609,0.008619768477292965,0.2739897429943082,0.012957353133598592,8.662477530510503e-10
0.1726027397260274,p,-0.09620104846012639,0.010347284060552093,0.2584734380245207,0.011531333272179705,4.811073551404261e-09
0.1726027397260274,p,-0.07678296260302482,0.01308993766696349,0.24789157509803753,0.010606478573394293,9.566850592147516e-09
0.1726027397260274,c,0.03241632936196718,0.019768477292965273,0.20017690062522858,0.006916328403471579,9.843624134027613e-09
0.1726027397260274,c,0.04951076272126718,0.013802315227070348,0.1953769624233243,0.006588618956392328,6.030045223005506e-09
0.1726027397260274,c,0.27603841201971757,0.0005520926090828139,0.29235482215881325,0.01475258780408004,4.48060352261386e-09
0.2493150684931507,p,-0.2903570629010838,0.003935886019590383,0.36958187222480765,0.03405413475404016,-7.51325839150223e-09
0.2493150684931507,p,-0.24383704726619101,0.004986642920747996,0.3386397540569305,0.02859067494664162,-2.2399697969482143e-09
0.2493150684931507,p,-0.13620638307382552,0.011041852181656278,0.2768115460872649,0.019103675387115614,-3.1255312316785976e-09
0.2493150684931507,p,-0.09620104846012639,0.015939447907390915,0.25635707974433875,0.016384725102709913,-8.117145341974867e-09
0.2493150684931507,p,-0.057734767632330354,0.023419412288512912,0.23855155706405612,0.014187734053066827,-3.3790822949205777e-09
0.2493150684931507,p,-0.039042634620177825,0.028762243989314335,0.2323139131069181,0.013455472970677894,8.157412055784097e-09
0.2493150684931507,p,-0.0026749904493030014,0.041050756901157615,0.2131031513214109,0.011322133513379642,8.787757814755851e-09
0.2493150684931507,c,0.03241632936196718,0.027515583259127337,0.20727566480636567,0.0107113734550789,8.759510829734e-09
0.2493150684931507,c,0.09910770386063934,0.008886910062333038,0.20019174218177768,0.009991733591883717,-7.251778158150844e-09
0.3452054794520548,p,-0.8499728508365066,0.0005877114870881568,0.5986751019954683,0.12372574409975294,-6.8438105351193044e-09
0.3452054794520548,p,-0.3654618622935494,0.004946091186128559,0.39855502843856794,0.05483454780110173,-6.99128716549897e-09
0.3452054794520548,p,-0.17787907947439363,0.01308993766696349,0.29937555193901044,0.030939290023142958,5.826669638083616e-09
0.3452054794520548,p,-0.13620638307382552,0.017542297417631345,0.27997897267341587,0.02706004484259433,3.6028864719625703e-09
0.3452054794520548,p,-0.057734767632330354,0.033392698130008905,0.2509883999824522,0.02174628025382104,5.349041506027182e-11
0.3452054794520548,p,-0.039042634620177825,0.03873552983081033,0.2429555058479307,0.0203765742617803,-9.965756832790593e-09
0.3452054794520548,p,-0.0026749904493030014,0.05387355298308103,0.2359986841678617,0.019226349986436245,2.1789501185917626e-09
0.3452054794520548,c,0.015024586650097902,0.045503116651825465,0.22342252731323214,0.01723183791668501,5.839182357901538e-09
0.3452054794520548,c,0.04951076272126718,0.030721282279608193,0.21747416853904702,0.016326497977261586,-9.223867891705595e-09
0.3452054794520548,c,0.08284718298885915,0.019857524487978628,0.21306663155555702,0.015671427602154432,-5.116945631536281e-09
0.3452054794520548,c,0.13085640217521963,0.009973285841495993,0.21153210997581454,0.015446506924392691,2.3106580141326766e-09
0.5178082191780822,p,-1.1958101643669796,0.0008184179660500493,0.7026650607585915,0.25566169166700103,-7.938526164932486e-09
0.5178082191780822,p,-1.138651750527031,0.0004981674575956823,0.6318893551826479,0.20675261838220257,-7.996838905352124e-09
0.5178082191780822,p,-1.0322944076304612,0.0009260908281389136,0.6207563817501073,0.1995314349489826,-7.716835717439188e-10
0.5178082191780822,p,-0.9379810550648799,0.0013877522033022575,0.5992226779460911,0.18592826728099512,-6.288212400926923e-09
0.5178082191780822,p,-0.7321898151801232,0.0027604630454140695,0.5307456135749817,0.14586186656492287,5.081923842316237e-09
0.5178082191780822,p,-0.5622907783847257,0.00390026714158504,0.4468454539775848,0.10339121230395068,2.2773805165381636e-09
0.5178082191780822,p,-0.26682656549088973,0.01255565449688335,0.3224554002285003,0.053840396413158124,5.417334539981685e-09
0.5178082191780822,p,-0.1568256702765613,0.023063223508459484,0.27934139370918254,0.04040541120888885,8.74926413601045e-09
0.5178082191780822,p,-0.13620638307382552,0.02591273374888691,0.2704571366310118,0.03787615030309055,2.519149180971686e-09
0.5178082191780822,p,-0.07678296260302482,0.03802315227070348,0.24912977814674356,0.032138101813521176,-8.919769112760492e-09
0.5178082191780822,p,-0.057734767632330354,0.045057880676758685,0.24962093830108623,0.032264947469702675,1.8767445919685797e-09
0.5178082191780822,p,-0.039042634620177825,0.05048975957257347,0.24156221151351898,0.03021530159977012,2.7436405959218255e-09
0.5178082191780822,p,-0.020693495951981302,0.05761353517364202,0.23736419081687904,0.02917422593568954,-2.4997284407276696e-09
0.5178082191780822,p,-0.0026749904493030014,0.06723063223508459,0.2394312202930448,0.029684551913540077,9.626677674291477e-09
0.5178082191780822,c,0.03241632936196718,0.0495992876224399,0.2221289694309232,0.02554931984225731,6.6132523913489105e-09
0.5178082191780822,c,0.0663178810376485,0.03597506678539626,0.2176943182945249,0.024539354151092294,3.6422849774734825e-09
0.5178082191780822,c,0.08284718298885915,0.03089937666963491,0.218015521764755,0.024611822194623916,-7.538301459198158e-10
0.5178082191780822,c,0.13085640217521963,0.016829919857524488,0.2081884205341336,0.02244306050961639,5.13653035449395e-09
0.5178082191780822,c,0.1616280608419733,0.012377560106856634,0.21263452172279332,0.02341189076039759,6.004562155246715e-09
0.5178082191780822,c,0.3017098318631353,0.0023662954235794905,0.2264321625232694,0.026548816653474656,-8.420702063792024e-09
0.6712328767123288,p,-1.1958101643669796,0.000978543220277233,0.631315624713898,0.2675261846902338,4.3827688952805227e-10
0.6712328767123288,p,-1.0845845292567553,0.0014945023727870469,0.6092907845973969,0.24918531163794885,-9.917865206347863e-09
0.6712328767123288,p,-0.24383704726619101,0.01923419412288513,0.3051930725574491,0.06252051733309265,8.97346427616749e-09
0.6712328767123288,p,-0.1170005029950497,0.03878589491280668,0.26802194118499745,0.04821852447770052,-5.84085033142818e-10
0.6712328767123288,p,-0.057734767632330354,0.05538735529830811,0.25342010855674724,0.04310775095376389,2.768884285840239e-09
0.6712328767123288,p,-0.0036718176880465845,0.07855033304589061,0.2467633068561552,0.040872799327652955,6.965423883831482e-09
0.6712328767123288,c,0.015024586650097902,0.06901157613535173,0.23216857910156224,0.03618096173945041,-9.494603927446258e-10
0.6712328767123288,c,0.03241632936196718,0.06135351736420303,0.23123941421508765,0.035891940652606945,-9.190276896214868e-09
0.6712328767123288,c,0.04951076272126718,0.053428317008014245,0.22753077745437594,0.034749896983022534,-2.9263143611994263e-09
0.6712328767123288,c,0.08284718298885915,0.0402493321460374,0.22253950834274266,0.033242024738329476,3.2740655417878405e-09
0.6712328767123288,c,0.09910770386063934,0.03561887800534283,0.2235993206501005,0.03355939936389228,-8.179542021480301e-09
0.6712328767123288,c,0.13085640217521963,0.026536064113980407,0.22109589576721167,0.03281214193329015,2.8191488815274545e-09
0.9205479452054794,p,-0.5016661565682907,0.009759572573463937,0.37027326226234425,0.12620923018846572,-7.49874647372584e-09
0.9205479452054794,p,-0.44450774272834215,0.011843276936776493,0.35251843333244304,0.11439579890947339,8.895729265993868e-09
0.9205479452054794,p,-0.31445461448014445,0.019590382902938557,0.314076918363571,0.09080681747392447,-7.547300966011377e-09
0.9205479452054794,p,-0.26682656549088973,0.024755120213713268,0.30387222170829764,0.0850018572994925,-6.760173492136065e-09
0.9205479452054794,p,-0.1568256702765613,0.04131789848619769,0.27495219707488994,0.0695922377732599,-1.256221793255463e-09
0.9205479452054794,p,-0.13620638307382552,0.04594835262689225,0.27057728767395,0.06739521931856751,5.06865770716132e-09
0.9205479452054794,p,-0.11600367575630609,0.051113089937666965,0.2666698813438413,0.06546276549850767,-9.675081270406323e-09
0.9205479452054794,p,-0.057734767632330354,0.06945681211041853,0.2557427942752837,0.060207864692529596,9.222268259597909e-09
0.9205479452054794,p,-0.039042634620177825,0.07666963490650044,0.25257868170738196,0.0587272679238934,7.554915866989955e-09
0.9205479452054794,p,-0.020693495951981302,0.08495102404274266,0.25095197558402993,0.057973250412715775,8.366776267849716e-10
0.9205479452054794,p,-0.0026749904493030014,0.09243098842386464,0.24585187435150127,0.05564081212340049,-8.366529956528314e-09
0.9205479452054794,c,0.015024586650097902,0.08406055209260908,0.23759040832519507,0.05196419702754154,1.6259114582002655e-10
0.9205479452054794,c,0.03241632936196718,0.07595725734639358,0.23566740751266457,0.05112642920497738,2.153028621611382e-09
0.9205479452054794,c,0.04951076272126718,0.06829919857524488,0.2335278570652006,0.05020232155768811,4.365648865155959e-09
0.9205479452054794,c,0.08284718298885915,0.05494211932324132,0.230335211753845,0.04883903584646404,2.3144680121650578e-09
0.9205479452054794,c,0.09910770386063934,0.04933214603739983,0.229634493589401,0.04854233484130514,8.235694613242414e-09
0.9205479452054794,c,0.1616280608419733,0.030632235084594835,0.2248960912227628,0.046559705810096316,-7.477182697291324e-09
0.9205479452054794,c,0.20607982341280717,0.021816562778272486,0.22564994096755958,0.04687236440687893,9.297260865943307e-09
1.16986301369863,p,-1.138651750527031,0.002081628304953386,0.5070999383926392,0.3008306805208452,6.4422685609684764e-09
1.16986301369863,p,-0.7709269704017138,0.010675016948478904,0.48234894275665285,0.272180916715076,6.661426965592909e-10
1.16986301369863,p,-0.1372032103125692,0.05631071440322623,0.27026699781417834,0.08545176656410367,-6.737804107872562e-09
1.16986301369863,p,-0.11600367575630609,0.06215494211932325,0.26653754115104655,0.0831097133695758,-9.033347645198744e-09
1.16986301369863,p,-0.039042634620177825,0.08922528940338378,0.2543189167976377,0.07566453037084889,-3.2698331423291566e-09
1.16986301369863,c,0.04951076272126718,0.08067675868210152,0.23595086336135845,0.06512956119521748,9.711487929749643e-10
1.16986301369863,c,0.0663178810376485,0.07702582368655388,0.24246067404746988,0.06877294575953237,5.889582771382623e-10
1.16986301369863,c,0.09811087662189578,0.06253780762317225,0.23491144180297832,0.06455700165537093,2.927472255442481e-09
1.16986301369863,c,0.1616280608419733,0.042386464826357974,0.23169996738433815,0.06280394952405681,3.75866314729741e-09
1.16986301369863,c,0.34042434404382566,0.012365227965321399,0.23414902091026282,0.06413863349345539,-9.970258351934802e-09
1.16986301369863,c,0.37769573884105734,0.009767640507858198,0.23806098103523232,0.06629968248014313,5.569476958149302e-09
1.515068493150685,p,-0.5026629838070344,0.01690211016842493,0.33414366245269755,0.16916040793969359,-7.566872508696658e-09
1.515068493150685,p,-0.1993852846953572,0.05405164737310775,0.2800051450729367,0.11878573518034505,8.729734840919048e-09
1.515068493150685,p,-0.1372032103125692,0.07027719491081945,0.27144670486450173,0.11163526687872093,-4.106223232041354e-09
1.515068493150685,p,-0.057734767632330354,0.09732858414959929,0.25962576866149883,0.10212400954369857,1.6956536165014657e-09
1.515068493150685,p,-0.039042634620177825,0.1051647373107747,0.257234054803848,0.10025111095837938,6.8701213539229225e-09
1.515068493150685,c,0.03141950212322354,0.10603850168822379,0.24413683414459206,0.09030231496914429,-2.115177354668757e-09
1.515068493150685,c,0.0663178810376485,0.09154051647373107,0.2427548348903654,0.08928284973710865,4.1888223629015955e-09
1.515068493150685,c,0.13085640217521963,0.06731967943009795,0.2390843749046323,0.08660334272032039,4.933318139654861e-09
1.515068493150685,c,0.1616280608419733,0.0572573463935886,0.2372948110103605,0.08531173017764608,-6.9277074693740955e-09
1.515068493150685,c,0.1914810239916546,0.04879786286731968,0.23638536930084206,0.08465906213474247,-1.2188663055337076e-09
1.515068493150685,c,0.3276853182663959,0.022239618642664386,0.23661048412322974,0.08482038416974555,-8.171930403477745e-09
1.6684931506849314,c,0.0663178810376485,0.09884238646482636,0.2455213665962217,0.1005780042363377,-9.285545561683936e-09
1.6684931506849314,c,0.08284718298885915,0.0917186108637578,0.2436752974987028,0.0990712033483521,-4.977695407963006e-10
1.6684931506849314,c,0.11510804520708057,0.08014247551202137,0.243215626478195,0.09869777848377301,-4.694035422087634e-09
1.6684931506849314,c,0.20607982341280717,0.05253784505788068,0.2417326509952543,0.09749785426118024,2.840051357930337e-09
1.6684931506849314,c,0.27603841201971757,0.037399821905609976,0.2432680964469907,0.09874036808248193,3.669926161906222e-09
1.917808219178082,p,-0.7709269704017138,0.012703270168689898,0.392663824558258,0.2956970284430216,2.0705986567416563e-09
1.917808219178082,p,-0.5622907783847257,0.020480854853072127,0.34336403608322136,0.22610740518562142,2.051065018310075e-10
1.917808219178082,p,-0.17787907947439363,0.06963490650044524,0.26997050642967213,0.13977767682007,9.012258197459776e-09
1.917808219178082,p,-0.11600367575630609,0.0929652715939448,0.2719274282455443,0.1418114201714108,8.774747331466e-09
1.917808219178082,p,-0.09719787569887003,0.0997224499937071,0.2698128700256346,0.13961449145761368,5.470118512181073e-09
1.917808219178082,p,-0.058731594871073954,0.11315517965387638,0.2620288074016569,0.13167497845434034,9.828933194947229e-09
1.917808219178082,p,-0.04003946185892145,0.12516457372091513,0.2673019766807554,0.13702806223618455,1.0221299160453995e-09
1.917808219178082,p,-0.020693495951981302,0.1340160284951024,0.26487416625022875,0.13455021030884293,-9.232082049003833e-09
1.917808219178082,p,-0.0026749904493030014,0.1430988423864648,0.263224685192108,0.13287962856476454,7.014201629115493e-09
1.917808219178082,c,0.015024586650097902,0.1371326803205699,0.26114225983619666,0.13078546824835327,-9.651779981306225e-09
1.917808219178082,c,0.03241632936196718,0.12306322350845947,0.2486112773418424,0.118535060424876,3.6566853099121874e-09
1.917808219178082,c,0.048513935482523605,0.11742518643326795,0.2501191318035124,0.11997727689287664,8.866534227363996e-09
1.917808219178082,c,0.0663178810376485,0.11130899376669635,0.2515854775905607,0.12138815554555991,-8.873051683622179e-09
1.917808219178082,c,0.20607982341280717,0.06375779162956366,0.24810425639152506,0.11805206966497019,4.460185120057134e-09
1.917808219178082,c,0.3286821455051395,0.03597506678539626,0.2473437190055845,0.11732942666317664,-7.44703326507862e-09
