0,0.000705274,0.001178549,0.001512724,0.001744906,0.001848382,0.001861851,0.001693044,0.001687536,0.001600684,0.001500051,0.001424566,0.001309167,0.001211846,0.00110731,0.000994486,0.000906196,0.000823944,0.000723797,0.000658552,0.000575669,0.00051419,0.000464597,0.000407659,0.000349005,0.000308662,0.000266627,0.00022962,0.000200352,0.000178798,0.000154673,0.000133769,0.000118494,0.00010387,9.38702E-05,8.1161E-05,7.09295E-05,6.23244E-05,5.48813E-05,4.74893E-05,4.15855E-05,3.65234E-05,3.14162E-05,2.72461E-05,2.37789E-05,2.04749E-05,1.75953E-05,1.53986E-05,1.33465E-05,1.15982E-05,9.99281E-06,8.68309E-06,7.49825E-06,6.58366E-06,5.63542E-06,4.80626E-06,4.12916E-06,3.55567E-06,3.06365E-06,2.63148E-06,2.28661E-06,1.95584E-06,1.69359E-06,1.4821E-06,1.26871E-06,1.09411E-06,9.26826E-07,7.9802E-07,6.84042E-07,5.97121E-07,5.17684E-07,4.43337E-07,3.81695E-07,3.26097E-07,2.80976E-07,2.38545E-07,2.03931E-07,1.74155E-07,1.50181E-07,1.2916E-07,1.1074E-07,9.55424E-08,8.20684E-08,7.07224E-08,6.07514E-08,5.21669E-08,4.46874E-08,3.82811E-08,3.29547E-08,2.81833E-08,2.41604E-08,2.07814E-08,1.77771E-08,1.52923E-08,1.30849E-08,1.12444E-08,9.5585E-09,8.11601E-09,6.97917E-09,5.99474E-09,5.13334E-09,4.37269E-09,3.71379E-09,3.17888E-09,2.70145E-09,2.30699E-09,1.9884E-09,1.69881E-09,1.45232E-09,1.24945E-09,1.08119E-09,9.2004E-10,7.83412E-10,6.68466E-10,5.69971E-10,4.89572E-10,4.20224E-10,3.5517E-10,3.03803E-10,2.58388E-10,2.20031E-10,1.88072E-10,1.61061E-10,1.39099E-10,1.18028E-10,1.00853E-10,8.61366E-11,7.32003E-11,6.23122E-11,5.2924E-11,4.49585E-11,3.86471E-11,3.31559E-11,2.81343E-11,2.40766E-11,2.07133E-11,1.76769E-11,1.50486E-11,1.28592E-11,1.10641E-11,9.46102E-12,8.11356E-12,6.8825E-12,5.82236E-12,4.95254E-12,4.24266E-12,3.62199E-12,3.07427E-12,2.62697E-12,2.24244E-12,1.90432E-12,1.61765E-12,1.38453E-12,1.17529E-12,9.99644E-13,8.55746E-13,7.30796E-13,6.31109E-13,5.3475E-13,4.58326E-13,3.89582E-13,3.32479E-13,2.81125E-13,2.37857E-13,2.01774E-13,1.71019E-13,1.45109E-13,1.22728E-13,1.04004E-13,8.86733E-14,7.57433E-14,6.46223E-14,5.54658E-14,4.76541E-14,4.03365E-14,3.45268E-14,2.91372E-14,2.50147E-14,2.12164E-14,1.80828E-14,1.54706E-14,1.31066E-14,1.1096E-14,9.44427E-15,8.09259E-15,6.9117E-15,5.89713E-15,4.96439E-15,4.2298E-15,3.62055E-15,3.08714E-15,2.62538E-15,2.23884E-15,1.89094E-15,1.59742E-15,1.3494E-15,1.14382E-15,9.71652E-16,8.2371E-16,7.01513E-16,5.96346E-16,5.05118E-16,4.27907E-16,3.63139E-16,3.08671E-16,2.63839E-16,2.24713E-16,1.90807E-16,1.63809E-16,1.38974E-16,1.17685E-16,1.00282E-16,8.533E-17,7.29796E-17,6.17073E-17,5.23944E-17,4.46211E-17,3.78656E-17,3.24714E-17,2.76014E-17,2.35758E-17,2.00308E-17,1.70272E-17,1.44954E-17,1.23988E-17,1.05869E-17,9.02755E-18,7.7231E-18,6.55E-18,5.53679E-18,4.69823E-18,3.98875E-18,3.41685E-18,2.91624E-18,2.4869E-18,2.11928E-18,1.81057E-18,1.54254E-18,1.30633E-18,1.10326E-18,9.39396E-19,7.99815E-19,6.83039E-19,5.82825E-19,4.94325E-19,4.19818E-19,3.56609E-19,3.03115E-19,2.5637E-19,2.18034E-19,1.8474E-19,1.56412E-19,1.32832E-19,1.12789E-19,9.60784E-20,8.16952E-20,6.88338E-20,5.87116E-20,5.01485E-20,4.24163E-20,3.60449E-20,3.06855E-20,2.60381E-20,2.2044E-20,1.87497E-20,1.59169E-20,1.34977E-20,1.1452E-20,9.71015E-21,8.2087E-21,6.95778E-21,5.91865E-21,5.01233E-21,4.27205E-21,3.62832E-21,3.08575E-21,2.62494E-21,2.22957E-21,1.89373E-21,1.61313E-21,1.36866E-21,1.16358E-21,9.93687E-22,8.42811E-22,7.1328E-22,6.03908E-22,5.1123E-22,4.30022E-22,3.6509E-22,3.10543E-22,2.65133E-22,2.24947E-22,1.90333E-22,1.61109E-22,1.37015E-22,1.16129E-22,9.872E-23,8.32585E-23,7.0253E-23,5.96433E-23,5.04801E-23,4.28577E-23,3.62964E-23,3.09805E-23,2.64319E-23,2.24242E-23,1.90533E-23,1.6263E-23,1.37358E-23,1.1677E-23,9.9107E-24,8.45805E-24,7.17339E-24,6.08334E-24,5.18501E-24,4.41745E-24,3.74436E-24,3.16629E-24,2.70483E-24,2.30207E-24,1.95915E-24,1.6631E-24,1.40606E-24,1.18936E-24,1.00662E-24,8.52995E-25,7.27738E-25,6.19278E-25,5.27273E-25,4.51659E-25,3.85675E-25,3.28537E-25,2.79085E-25,2.37347E-25,2.00833E-25,1.69081E-25,1.4368E-25,1.21216E-25,1.02292E-25,8.70835E-26,7.46356E-26,6.30298E-26,5.3456E-26,4.54861E-26,3.84802E-26,3.27456E-26,2.79295E-26,2.37386E-26,2.01658E-26,1.70866E-26,1.4483E-26,1.22855E-26,1.04632E-26,8.91121E-27,7.52918E-27,6.39333E-27,5.40256E-27,4.54933E-27,3.86597E-27,3.29408E-27,2.77507E-27
0,0.000705274,0.001178549,0.001512724,0.001744906,0.001848382,0.001861851,0.001693044,0.001687536,0.001600684,0.001500051,0.001424566,0.001309167,0.001211846,0.00110731,0.000994486,0.000906196,0.000823944,0.000723797,0.000658552,0.000575669,0.00051419,0.000464597,0.000407659,0.000349005,0.000308662,0.000266627,0.00022962,0.000200352,0.000178798,0.000154673,0.000133769,0.000118494,0.00010387,9.38702E-05,8.1161E-05,7.09295E-05,6.23244E-05,5.48813E-05,4.74893E-05,4.15855E-05,3.65234E-05,3.14162E-05,2.72461E-05,2.37789E-05,2.04749E-05,1.75953E-05,1.53986E-05,1.33465E-05,1.15982E-05,9.99281E-06,8.68309E-06,7.49825E-06,6.58366E-06,5.63542E-06,4.80626E-06,4.12916E-06,3.55567E-06,3.06365E-06,2.63148E-06,2.28661E-06,1.95584E-06,1.69359E-06,1.4821E-06,1.26871E-06,1.09411E-06,9.26826E-07,7.9802E-07,6.84042E-07,5.97121E-07,5.17684E-07,4.43337E-07,3.81695E-07,3.26097E-07,2.80976E-07,2.38545E-07,2.03931E-07,1.74155E-07,1.50181E-07,1.2916E-07,1.1074E-07,9.55424E-08,8.20684E-08,7.07224E-08,6.07514E-08,5.21669E-08,4.46874E-08,3.82811E-08,3.29547E-08,2.81833E-08,2.41604E-08,2.07814E-08,1.77771E-08,1.52923E-08,1.30849E-08,1.12444E-08,9.5585E-09,8.11601E-09,6.97917E-09,5.99474E-09,5.13334E-09,4.37269E-09,3.71379E-09,3.17888E-09,2.70145E-09,2.30699E-09,1.9884E-09,1.69881E-09,1.45232E-09,1.24945E-09,1.08119E-09,9.2004E-10,7.83412E-10,6.68466E-10,5.69971E-10,4.89572E-10,4.20224E-10,3.5517E-10,3.03803E-10,2.58388E-10,2.20031E-10,1.88072E-10,1.61061E-10,1.39099E-10,1.18028E-10,1.00853E-10,8.61366E-11,7.32003E-11,6.23122E-11,5.2924E-11,4.49585E-11,3.86471E-11,3.31559E-11,2.81343E-11,2.40766E-11,2.07133E-11,1.76769E-11,1.50486E-11,1.28592E-11,1.10641E-11,9.46102E-12,8.11356E-12,6.8825E-12,5.82236E-12,4.95254E-12,4.24266E-12,3.62199E-12,3.07427E-12,2.62697E-12,2.24244E-12,1.90432E-12,1.61765E-12,1.38453E-12,1.17529E-12,9.99644E-13,8.55746E-13,7.30796E-13,6.31109E-13,5.3475E-13,4.58326E-13,3.89582E-13,3.32479E-13,2.81125E-13,2.37857E-13,2.01774E-13,1.71019E-13,1.45109E-13,1.22728E-13,1.04004E-13,8.86733E-14,7.57433E-14,6.46223E-14,5.54658E-14,4.76541E-14,4.03365E-14,3.45268E-14,2.91372E-14,2.50147E-14,2.12164E-14,1.80828E-14,1.54706E-14,1.31066E-14,1.1096E-14,9.44427E-15,8.09259E-15,6.9117E-15,5.89713E-15,4.96439E-15,4.2298E-15,3.62055E-15,3.08714E-15,2.62538E-15,2.23884E-15,1.89094E-15,1.59742E-15,1.3494E-15,1.14382E-15,9.71652E-16,8.2371E-16,7.01513E-16,5.96346E-16,5.05118E-16,4.27907E-16,3.63139E-16,3.08671E-16,2.63839E-16,2.24713E-16,1.90807E-16,1.63809E-16,1.38974E-16,1.17685E-16,1.00282E-16,8.533E-17,7.29796E-17,6.17073E-17,5.23944E-17,4.46211E-17,3.78656E-17,3.24714E-17,2.76014E-17,2.35758E-17,2.00308E-17,1.70272E-17,1.44954E-17,1.23988E-17,1.05869E-17,9.02755E-18,7.7231E-18,6.55E-18,5.53679E-18,4.69823E-18,3.98875E-18,3.41685E-18,2.91624E-18,2.4869E-18,2.11928E-18,1.81057E-18,1.54254E-18,1.30633E-18,1.10326E-18,9.39396E-19,7.99815E-19,6.83039E-19,5.82825E-19,4.94325E-19,4.19818E-19,3.56609E-19,3.03115E-19,2.5637E-19,2.18034E-19,1.8474E-19,1.56412E-19,1.32832E-19,1.12789E-19,9.60784E-20,8.16952E-20,6.88338E-20,5.87116E-20,5.01485E-20,4.24163E-20,3.60449E-20,3.06855E-20,2.60381E-20,2.2044E-20,1.87497E-20,1.59169E-20,1.34977E-20,1.1452E-20,9.71015E-21,8.2087E-21,6.95778E-21,5.91865E-21,5.01233E-21,4.27205E-21,3.62832E-21,3.08575E-21,2.62494E-21,2.22957E-21,1.89373E-21,1.61313E-21,1.36866E-21,1.16358E-21,9.93687E-22,8.42811E-22,7.1328E-22,6.03908E-22,5.1123E-22,4.30022E-22,3.6509E-22,3.10543E-22,2.65133E-22,2.24947E-22,1.90333E-22,1.61109E-22,1.37015E-22,1.16129E-22,9.872E-23,8.32585E-23,7.0253E-23,5.96433E-23,5.04801E-23,4.28577E-23,3.62964E-23,3.09805E-23,2.64319E-23,2.24242E-23,1.90533E-23,1.6263E-23,1.37358E-23,1.1677E-23,9.9107E-24,8.45805E-24,7.17339E-24,6.08334E-24,5.18501E-24,4.41745E-24,3.74436E-24,3.16629E-24,2.70483E-24,2.30207E-24,1.95915E-24,1.6631E-24,1.40606E-24,1.18936E-24,1.00662E-24,8.52995E-25,7.27738E-25,6.19278E-25,5.27273E-25,4.51659E-25,3.85675E-25,3.28537E-25,2.79085E-25,2.37347E-25,2.00833E-25,1.69081E-25,1.4368E-25,1.21216E-25,1.02292E-25,8.70835E-26,7.46356E-26,6.30298E-26,5.3456E-26,4.54861E-26,3.84802E-26,3.27456E-26,2.79295E-26,2.37386E-26,2.01658E-26,1.70866E-26,1.4483E-26,1.22855E-26,1.04632E-26,8.91121E-27,7.52918E-27,6.39333E-27,5.40256E-27,4.54933E-27,3.86597E-27,3.29408E-27,2.77507E-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpha,kappa,rho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
